captain_id,signup_ts,city,vehicle_type,acquisition_channel,signup_zone_id,device_tier,app_language,age_band
CPT103450,2026-04-30 10:14:00,Hyderabad,Cab,fos_field,HYD-Z05,mid,mr,25-34
CPT108458,2026-04-30 10:22:00,Bangalore,Auto,organic_app,BAN-Z12,low,mr,25-34
CPT122259,2026-04-30 10:22:00,Hyderabad,Cab,organic_app,HYD-Z16,high,hi,25-34
CPT112531,2026-04-30 10:23:00,Pune,Cab,organic_app,PUN-Z02,mid,en,25-34
CPT119085,2026-04-30 10:27:00,Pune,Auto,organic_app,PUN-Z06,high,en,45+
CPT118816,2026-04-30 10:34:00,Bangalore,Cab,fos_field,BAN-Z19,low,mr,25-34
CPT106816,2026-04-30 10:37:00,Hyderabad,Cab,referral,HYD-Z18,low,en,18-24
CPT110490,2026-04-30 10:41:00,Hyderabad,Auto,fos_field,HYD-Z05,low,kn,25-34
CPT103181,2026-04-30 10:51:00,Delhi,Auto,fos_field,DEL-Z22,low,kn,25-34
CPT102763,2026-04-30 10:54:00,Hyderabad,Cab,referral,HYD-Z14,mid,kn,35-44
CPT100028,2026-04-30 10:58:00,Hyderabad,ERickshaw,organic_app,HYD-Z22,mid,kn,25-34
CPT105085,2026-04-30 11:00:00,Bangalore,Cab,referral,BAN-Z12,high,te,18-24
CPT108223,2026-04-30 11:00:00,Pune,Cab,fos_field,PUN-Z14,low,mr,45+
CPT124405,2026-04-30 11:12:00,Hyderabad,Cab,referral,HYD-Z17,low,kn,35-44
CPT102138,2026-04-30 11:21:00,Pune,Auto,organic_app,PUN-Z06,high,hi,35-44
CPT106776,2026-04-30 11:31:00,Delhi,Auto,fos_field,DEL-Z22,high,en,35-44
CPT103669,2026-04-30 11:32:00,Bangalore,Auto,fos_field,BAN-Z04,low,hi,35-44
CPT112971,2026-04-30 11:42:00,Hyderabad,Auto,organic_app,HYD-Z24,high,hi,35-44
CPT117859,2026-04-30 11:48:00,Bangalore,Auto,gc_telecalling,BAN-Z20,low,kn,45+
CPT113305,2026-04-30 11:57:00,Bangalore,Auto,referral,BAN-Z12,low,hi,25-34
CPT115829,2026-04-30 11:58:00,Delhi,Auto,fos_field,DEL-Z20,low,kn,45+
CPT101523,2026-04-30 12:06:00,Pune,Auto,paid_digital,PUN-Z01,mid,hi,35-44
CPT123315,2026-04-30 12:13:00,Delhi,ERickshaw,referral,DEL-Z19,low,hi,25-34
CPT104230,2026-04-30 12:29:00,Hyderabad,Auto,organic_app,HYD-Z21,low,te,35-44
CPT102021,2026-04-30 12:31:00,Hyderabad,Cab,organic_app,HYD-Z08,high,en,18-24
CPT110913,2026-04-30 12:42:00,Pune,Auto,fos_field,PUN-Z10,mid,te,35-44
CPT114005,2026-04-30 12:43:00,Pune,Auto,fos_field,PUN-Z18,mid,hi,35-44
CPT110491,2026-04-30 12:50:00,Hyderabad,Auto,paid_digital,HYD-Z07,mid,kn,35-44
CPT116164,2026-04-30 12:52:00,Hyderabad,Auto,organic_app,HYD-Z16,mid,en,35-44
CPT103344,2026-04-30 12:57:00,Delhi,Cab,referral,DEL-Z18,low,hi,18-24
CPT108412,2026-04-30 12:59:00,Hyderabad,Cab,fos_field,HYD-Z04,mid,mr,35-44
CPT106302,2026-04-30 13:04:00,Delhi,ERickshaw,organic_app,DEL-Z19,mid,kn,35-44
CPT120270,2026-04-30 13:11:00,Delhi,Auto,fos_field,DEL-Z24,low,kn,25-34
CPT122642,2026-04-30 13:11:00,Pune,Auto,referral,PUN-Z20,low,mr,25-34
CPT123984,2026-04-30 13:14:00,Delhi,Cab,referral,DEL-Z03,low,kn,25-34
CPT123181,2026-04-30 13:18:00,Hyderabad,Cab,referral,HYD-Z10,low,te,25-34
CPT116712,2026-04-30 13:21:00,Hyderabad,Auto,organic_app,HYD-Z07,mid,te,35-44
CPT100364,2026-04-30 13:23:00,Delhi,Auto,organic_app,DEL-Z12,low,mr,18-24
CPT102604,2026-04-30 13:29:00,Pune,Cab,organic_app,PUN-Z23,mid,kn,25-34
CPT102531,2026-04-30 13:40:00,Hyderabad,Auto,paid_digital,HYD-Z05,low,kn,25-34
CPT119689,2026-04-30 13:55:00,Hyderabad,Auto,organic_app,HYD-Z21,mid,hi,45+
CPT103075,2026-04-30 13:57:00,Pune,ERickshaw,organic_app,PUN-Z16,mid,te,25-34
CPT102536,2026-04-30 14:02:00,Delhi,ERickshaw,referral,DEL-Z24,low,en,35-44
CPT111336,2026-04-30 14:06:00,Hyderabad,Auto,fos_field,HYD-Z05,high,kn,18-24
CPT116305,2026-04-30 14:10:00,Bangalore,Cab,paid_digital,BAN-Z01,low,mr,35-44
CPT100121,2026-04-30 14:19:00,Delhi,ERickshaw,fos_field,DEL-Z17,low,mr,35-44
CPT109743,2026-04-30 14:25:00,Hyderabad,Auto,paid_digital,HYD-Z11,mid,mr,35-44
CPT114245,2026-04-30 14:35:00,Pune,Cab,fos_field,PUN-Z05,mid,te,18-24
CPT124630,2026-04-30 14:37:00,Hyderabad,Cab,organic_app,HYD-Z05,low,en,25-34
CPT103387,2026-04-30 14:45:00,Hyderabad,Cab,organic_app,HYD-Z17,low,kn,25-34
CPT107038,2026-04-30 14:48:00,Bangalore,ERickshaw,referral,BAN-Z09,mid,hi,25-34
CPT114010,2026-04-30 14:57:00,Bangalore,ERickshaw,fos_field,BAN-Z11,high,te,25-34
CPT103119,2026-04-30 15:05:00,Bangalore,Cab,organic_app,BAN-Z22,mid,mr,35-44
CPT110255,2026-04-30 15:07:00,Bangalore,Cab,organic_app,BAN-Z09,low,mr,25-34
CPT119425,2026-04-30 15:13:00,Delhi,ERickshaw,fos_field,DEL-Z03,mid,te,45+
CPT106075,2026-04-30 15:14:00,Hyderabad,Cab,paid_digital,HYD-Z20,mid,kn,25-34
CPT107185,2026-04-30 15:23:00,Hyderabad,Cab,fos_field,HYD-Z20,low,en,35-44
CPT118287,2026-04-30 15:27:00,Delhi,Auto,referral,DEL-Z05,mid,te,25-34
CPT114292,2026-04-30 15:31:00,Hyderabad,Cab,paid_digital,HYD-Z15,high,hi,35-44
CPT114712,2026-04-30 15:31:00,Pune,Auto,organic_app,PUN-Z13,low,mr,35-44
CPT121439,2026-04-30 15:38:00,Delhi,ERickshaw,referral,DEL-Z20,low,kn,35-44
CPT105581,2026-04-30 15:50:00,Bangalore,Cab,organic_app,BAN-Z21,low,kn,25-34
CPT105811,2026-04-30 15:50:00,Bangalore,Cab,referral,BAN-Z14,mid,te,25-34
CPT112644,2026-04-30 15:58:00,Delhi,Auto,fos_field,DEL-Z13,high,hi,45+
CPT112667,2026-04-30 16:02:00,Hyderabad,Cab,referral,HYD-Z08,low,en,18-24
CPT108231,2026-04-30 16:21:00,Bangalore,Cab,referral,BAN-Z02,mid,kn,35-44
CPT121812,2026-04-30 16:28:00,Delhi,ERickshaw,organic_app,DEL-Z23,high,kn,25-34
CPT118628,2026-04-30 16:37:00,Bangalore,Auto,fos_field,BAN-Z22,mid,te,18-24
CPT115508,2026-04-30 16:48:00,Delhi,Auto,referral,DEL-Z15,mid,te,45+
CPT114203,2026-04-30 16:53:00,Pune,Cab,paid_digital,PUN-Z13,mid,en,18-24
CPT110365,2026-04-30 17:01:00,Hyderabad,ERickshaw,paid_digital,HYD-Z18,low,kn,25-34
CPT105042,2026-04-30 17:08:00,Hyderabad,Auto,organic_app,HYD-Z06,low,hi,18-24
CPT113956,2026-04-30 17:15:00,Hyderabad,Cab,fos_field,HYD-Z20,low,kn,18-24
CPT113533,2026-04-30 17:20:00,Bangalore,Cab,referral,BAN-Z16,low,mr,25-34
CPT111774,2026-04-30 17:25:00,Delhi,Cab,paid_digital,DEL-Z13,mid,kn,25-34
CPT101052,2026-04-30 17:59:00,Hyderabad,Cab,paid_digital,HYD-Z22,low,te,25-34
CPT108145,2026-04-30 18:00:00,Hyderabad,ERickshaw,fos_field,HYD-Z07,low,kn,25-34
CPT113459,2026-04-30 18:03:00,Bangalore,Cab,organic_app,BAN-Z18,low,mr,45+
CPT122877,2026-04-30 18:12:00,Bangalore,Cab,paid_digital,BAN-Z10,low,kn,35-44
CPT121987,2026-04-30 18:28:00,Hyderabad,Auto,organic_app,HYD-Z05,high,mr,25-34
CPT111295,2026-04-30 18:29:00,Hyderabad,ERickshaw,fos_field,HYD-Z04,low,kn,25-34
CPT102007,2026-04-30 18:32:00,Delhi,Cab,paid_digital,DEL-Z21,low,en,35-44
CPT110236,2026-04-30 18:44:00,Bangalore,Auto,fos_field,BAN-Z19,mid,mr,18-24
CPT115523,2026-04-30 18:48:00,Hyderabad,Cab,fos_field,HYD-Z14,mid,mr,45+
CPT115801,2026-04-30 18:55:00,Bangalore,Cab,organic_app,BAN-Z15,low,en,25-34
CPT104502,2026-04-30 19:02:00,Pune,Cab,organic_app,PUN-Z14,low,hi,18-24
CPT114310,2026-04-30 19:10:00,Delhi,Cab,gc_telecalling,DEL-Z08,low,te,25-34
CPT117768,2026-04-30 19:16:00,Delhi,ERickshaw,organic_app,DEL-Z03,low,en,25-34
CPT110435,2026-04-30 19:18:00,Pune,ERickshaw,organic_app,PUN-Z19,mid,kn,25-34
CPT105799,2026-04-30 19:33:00,Delhi,Auto,paid_digital,DEL-Z02,low,mr,18-24
CPT103371,2026-04-30 19:35:00,Bangalore,Cab,organic_app,BAN-Z13,low,hi,18-24
CPT114090,2026-04-30 19:38:00,Pune,Auto,referral,PUN-Z18,low,te,45+
CPT117804,2026-04-30 19:50:00,Hyderabad,ERickshaw,fos_field,HYD-Z13,low,te,45+
CPT113006,2026-04-30 20:03:00,Pune,Cab,organic_app,PUN-Z23,mid,en,25-34
CPT119666,2026-04-30 20:10:00,Bangalore,Cab,gc_telecalling,BAN-Z03,low,hi,25-34
CPT114824,2026-04-30 20:24:00,Pune,ERickshaw,organic_app,PUN-Z14,mid,hi,35-44
CPT104135,2026-04-30 20:26:00,Pune,Auto,paid_digital,PUN-Z04,mid,te,25-34
CPT110179,2026-04-30 20:28:00,Delhi,Auto,organic_app,DEL-Z03,high,hi,25-34
CPT104636,2026-04-30 20:29:00,Pune,Auto,paid_digital,PUN-Z17,mid,en,25-34
CPT114384,2026-04-30 20:39:00,Hyderabad,Auto,fos_field,HYD-Z23,mid,mr,35-44
CPT122629,2026-04-30 20:59:00,Delhi,Auto,fos_field,DEL-Z03,low,te,35-44
CPT117634,2026-04-30 20:59:00,Bangalore,Cab,organic_app,BAN-Z15,mid,en,35-44
CPT104717,2026-04-30 21:00:00,Pune,Auto,referral,PUN-Z21,high,hi,25-34
CPT122166,2026-04-30 21:02:00,Delhi,ERickshaw,paid_digital,DEL-Z10,low,en,25-34
CPT115167,2026-04-30 21:06:00,Hyderabad,Cab,referral,HYD-Z14,low,kn,35-44
CPT100000,2026-04-30 21:11:00,Hyderabad,Cab,referral,HYD-Z07,low,en,35-44
CPT116016,2026-04-30 21:15:00,Bangalore,Cab,fos_field,BAN-Z19,mid,hi,35-44
CPT117383,2026-04-30 21:24:00,Delhi,Auto,referral,DEL-Z11,low,te,25-34
CPT124152,2026-04-30 21:26:00,Pune,Auto,paid_digital,PUN-Z06,low,hi,25-34
CPT122167,2026-04-30 21:44:00,Hyderabad,ERickshaw,paid_digital,HYD-Z01,low,te,25-34
CPT113630,2026-04-30 21:46:00,Pune,Cab,fos_field,PUN-Z06,low,en,18-24
CPT118054,2026-04-30 21:49:00,Hyderabad,ERickshaw,organic_app,HYD-Z24,low,te,35-44
CPT120347,2026-04-30 21:56:00,Bangalore,Auto,fos_field,BAN-Z15,low,en,25-34
CPT100154,2026-04-30 21:58:00,Pune,ERickshaw,gc_telecalling,PUN-Z17,low,hi,25-34
CPT112772,2026-05-01 06:16:00,Hyderabad,Cab,organic_app,HYD-Z12,high,hi,25-34
CPT102012,2026-05-01 06:28:00,Hyderabad,Auto,referral,HYD-Z15,low,kn,35-44
CPT115781,2026-05-01 06:43:00,Delhi,Auto,organic_app,DEL-Z07,mid,kn,25-34
CPT102108,2026-05-01 06:49:00,Hyderabad,Auto,referral,HYD-Z05,low,te,35-44
CPT100881,2026-05-01 06:57:00,Delhi,Cab,organic_app,DEL-Z11,high,te,18-24
CPT110542,2026-05-01 07:09:00,Pune,Cab,fos_field,PUN-Z12,mid,kn,45+
CPT112664,2026-05-01 07:15:00,Hyderabad,Auto,gc_telecalling,HYD-Z13,low,te,25-34
CPT123758,2026-05-01 07:15:00,Delhi,ERickshaw,referral,DEL-Z11,low,te,25-34
CPT100833,2026-05-01 07:18:00,Hyderabad,Auto,paid_digital,HYD-Z10,mid,te,25-34
CPT113367,2026-05-01 07:19:00,Pune,Auto,organic_app,PUN-Z14,mid,kn,25-34
CPT111124,2026-05-01 07:27:00,Hyderabad,Auto,referral,HYD-Z08,low,mr,25-34
CPT107519,2026-05-01 07:32:00,Delhi,ERickshaw,referral,DEL-Z02,low,en,45+
CPT124212,2026-05-01 07:35:00,Hyderabad,Auto,referral,HYD-Z01,high,hi,35-44
CPT118817,2026-05-01 07:38:00,Delhi,Auto,fos_field,DEL-Z22,low,en,25-34
CPT111788,2026-05-01 07:50:00,Delhi,Cab,fos_field,DEL-Z08,mid,en,18-24
CPT101298,2026-05-01 07:53:00,Delhi,Auto,fos_field,DEL-Z09,mid,en,18-24
CPT114670,2026-05-01 08:04:00,Hyderabad,Cab,organic_app,HYD-Z11,mid,te,25-34
CPT119157,2026-05-01 08:11:00,Bangalore,Auto,fos_field,BAN-Z17,low,en,45+
CPT106752,2026-05-01 08:31:00,Delhi,Auto,referral,DEL-Z08,high,kn,18-24
CPT121047,2026-05-01 08:33:00,Bangalore,ERickshaw,organic_app,BAN-Z15,high,te,35-44
CPT113130,2026-05-01 08:46:00,Delhi,Auto,organic_app,DEL-Z17,low,mr,35-44
CPT123579,2026-05-01 08:46:00,Hyderabad,Auto,referral,HYD-Z02,mid,te,25-34
CPT109884,2026-05-01 08:47:00,Pune,Auto,organic_app,PUN-Z20,low,mr,45+
CPT124165,2026-05-01 08:59:00,Delhi,ERickshaw,fos_field,DEL-Z14,low,hi,25-34
CPT102305,2026-05-01 09:09:00,Pune,Auto,fos_field,PUN-Z14,low,mr,45+
CPT100227,2026-05-01 09:10:00,Bangalore,ERickshaw,referral,BAN-Z19,low,mr,35-44
CPT118474,2026-05-01 09:16:00,Bangalore,Auto,paid_digital,BAN-Z08,mid,te,18-24
CPT107141,2026-05-01 09:17:00,Pune,Auto,organic_app,PUN-Z06,low,hi,45+
CPT113908,2026-05-01 09:22:00,Hyderabad,Cab,paid_digital,HYD-Z16,mid,en,35-44
CPT116776,2026-05-01 09:36:00,Delhi,Auto,fos_field,DEL-Z19,low,te,45+
CPT103641,2026-05-01 09:37:00,Hyderabad,Cab,gc_telecalling,HYD-Z12,low,te,18-24
CPT117201,2026-05-01 09:37:00,Hyderabad,Cab,paid_digital,HYD-Z05,mid,en,18-24
CPT102498,2026-05-01 09:45:00,Hyderabad,ERickshaw,fos_field,HYD-Z09,low,en,25-34
CPT105141,2026-05-01 09:52:00,Pune,ERickshaw,fos_field,PUN-Z19,low,te,25-34
CPT121604,2026-05-01 09:53:00,Delhi,ERickshaw,gc_telecalling,DEL-Z11,high,kn,25-34
CPT113170,2026-05-01 10:07:00,Hyderabad,Auto,paid_digital,HYD-Z22,low,hi,45+
CPT110516,2026-05-01 10:08:00,Pune,Auto,gc_telecalling,PUN-Z11,high,mr,18-24
CPT102827,2026-05-01 10:09:00,Pune,Cab,gc_telecalling,PUN-Z14,high,te,25-34
CPT111392,2026-05-01 10:17:00,Hyderabad,Cab,fos_field,HYD-Z07,low,hi,25-34
CPT102568,2026-05-01 10:23:00,Pune,Cab,referral,PUN-Z19,mid,kn,18-24
CPT108814,2026-05-01 10:37:00,Bangalore,Auto,organic_app,BAN-Z07,mid,mr,18-24
CPT117611,2026-05-01 10:37:00,Delhi,ERickshaw,organic_app,DEL-Z16,high,hi,25-34
CPT106176,2026-05-01 10:54:00,Pune,Cab,referral,PUN-Z09,mid,hi,25-34
CPT114411,2026-05-01 11:14:00,Hyderabad,Auto,organic_app,HYD-Z08,mid,te,35-44
CPT121436,2026-05-01 11:18:00,Hyderabad,Auto,fos_field,HYD-Z04,low,hi,18-24
CPT102135,2026-05-01 11:20:00,Hyderabad,Auto,organic_app,HYD-Z06,mid,hi,35-44
CPT108731,2026-05-01 11:43:00,Hyderabad,Auto,organic_app,HYD-Z05,low,hi,25-34
CPT122064,2026-05-01 11:47:00,Bangalore,ERickshaw,paid_digital,BAN-Z10,low,kn,45+
CPT100437,2026-05-01 11:57:00,Delhi,Cab,fos_field,DEL-Z15,high,kn,25-34
CPT105216,2026-05-01 12:00:00,Bangalore,Cab,fos_field,BAN-Z15,mid,mr,25-34
CPT112329,2026-05-01 12:04:00,Delhi,Auto,fos_field,DEL-Z20,mid,kn,25-34
CPT114664,2026-05-01 12:14:00,Bangalore,Cab,referral,BAN-Z20,low,en,25-34
CPT113769,2026-05-01 12:16:00,Delhi,Cab,fos_field,DEL-Z01,low,kn,35-44
CPT120779,2026-05-01 12:21:00,Pune,Auto,fos_field,PUN-Z13,low,en,45+
CPT120374,2026-05-01 12:25:00,Delhi,Cab,organic_app,DEL-Z01,mid,hi,35-44
CPT123056,2026-05-01 12:36:00,Pune,Cab,referral,PUN-Z13,low,en,35-44
CPT102525,2026-05-01 12:51:00,Hyderabad,Cab,fos_field,HYD-Z17,mid,te,25-34
CPT105745,2026-05-01 13:03:00,Delhi,Cab,fos_field,DEL-Z14,low,hi,18-24
CPT106047,2026-05-01 13:07:00,Bangalore,Auto,fos_field,BAN-Z22,mid,en,45+
CPT104588,2026-05-01 13:19:00,Bangalore,Cab,fos_field,BAN-Z14,high,kn,18-24
CPT115137,2026-05-01 13:35:00,Pune,ERickshaw,fos_field,PUN-Z02,mid,hi,35-44
CPT115439,2026-05-01 13:36:00,Bangalore,Auto,organic_app,BAN-Z05,high,te,25-34
CPT101973,2026-05-01 13:45:00,Hyderabad,Cab,fos_field,HYD-Z11,low,mr,25-34
CPT105236,2026-05-01 13:52:00,Hyderabad,Cab,organic_app,HYD-Z23,mid,hi,18-24
CPT124528,2026-05-01 14:04:00,Hyderabad,Cab,fos_field,HYD-Z19,low,mr,35-44
CPT109828,2026-05-01 14:17:00,Hyderabad,Cab,paid_digital,HYD-Z08,high,en,45+
CPT112078,2026-05-01 14:18:00,Bangalore,Cab,gc_telecalling,BAN-Z17,mid,mr,35-44
CPT120082,2026-05-01 14:25:00,Pune,Cab,referral,PUN-Z10,mid,kn,25-34
CPT124787,2026-05-01 14:37:00,Pune,Auto,fos_field,PUN-Z11,mid,hi,35-44
CPT105336,2026-05-01 14:49:00,Bangalore,Cab,referral,BAN-Z14,mid,hi,25-34
CPT111523,2026-05-01 14:56:00,Pune,Auto,fos_field,PUN-Z07,mid,mr,35-44
CPT109258,2026-05-01 15:03:00,Hyderabad,Auto,fos_field,HYD-Z23,low,te,25-34
CPT118153,2026-05-01 15:04:00,Bangalore,Cab,organic_app,BAN-Z24,mid,mr,25-34
CPT119084,2026-05-01 15:08:00,Pune,Auto,fos_field,PUN-Z09,low,mr,25-34
CPT118507,2026-05-01 15:27:00,Hyderabad,Cab,referral,HYD-Z13,mid,mr,25-34
CPT100642,2026-05-01 15:29:00,Bangalore,ERickshaw,fos_field,BAN-Z05,high,hi,25-34
CPT110193,2026-05-01 15:35:00,Hyderabad,Cab,organic_app,HYD-Z04,mid,en,25-34
CPT112526,2026-05-01 15:37:00,Bangalore,Auto,fos_field,BAN-Z20,mid,hi,18-24
CPT122078,2026-05-01 15:45:00,Hyderabad,Cab,fos_field,HYD-Z05,low,te,35-44
CPT107335,2026-05-01 15:46:00,Delhi,Cab,paid_digital,DEL-Z12,low,te,35-44
CPT122774,2026-05-01 15:49:00,Hyderabad,Cab,fos_field,HYD-Z06,high,hi,25-34
CPT123511,2026-05-01 15:52:00,Bangalore,Cab,paid_digital,BAN-Z17,mid,te,25-34
CPT118830,2026-05-01 16:02:00,Bangalore,Cab,organic_app,BAN-Z03,low,hi,35-44
CPT118664,2026-05-01 16:03:00,Delhi,Auto,fos_field,DEL-Z10,low,hi,25-34
CPT100172,2026-05-01 16:10:00,Delhi,ERickshaw,organic_app,DEL-Z10,mid,en,25-34
CPT104983,2026-05-01 16:14:00,Delhi,ERickshaw,organic_app,DEL-Z14,high,kn,35-44
CPT120306,2026-05-01 16:17:00,Delhi,Auto,referral,DEL-Z18,mid,en,25-34
CPT110702,2026-05-01 16:23:00,Hyderabad,Auto,organic_app,HYD-Z23,low,te,25-34
CPT108546,2026-05-01 16:37:00,Delhi,Auto,referral,DEL-Z17,mid,mr,18-24
CPT106876,2026-05-01 16:45:00,Pune,Auto,fos_field,PUN-Z08,mid,te,35-44
CPT124356,2026-05-01 16:52:00,Pune,Auto,organic_app,PUN-Z03,high,te,35-44
CPT100525,2026-05-01 17:01:00,Hyderabad,Cab,fos_field,HYD-Z01,mid,mr,25-34
CPT112953,2026-05-01 17:08:00,Delhi,Cab,organic_app,DEL-Z20,mid,te,45+
CPT104615,2026-05-01 17:21:00,Pune,Cab,fos_field,PUN-Z13,low,mr,18-24
CPT120840,2026-05-01 17:43:00,Hyderabad,Auto,referral,HYD-Z13,low,mr,35-44
CPT105320,2026-05-01 17:57:00,Pune,Cab,organic_app,PUN-Z01,high,kn,25-34
CPT101939,2026-05-01 18:04:00,Hyderabad,Auto,fos_field,HYD-Z04,low,te,25-34
CPT101516,2026-05-01 18:06:00,Delhi,Cab,referral,DEL-Z04,mid,hi,18-24
CPT115647,2026-05-01 18:06:00,Delhi,ERickshaw,paid_digital,DEL-Z03,low,te,25-34
CPT114961,2026-05-01 18:07:00,Hyderabad,Auto,referral,HYD-Z01,high,kn,18-24
CPT105891,2026-05-01 18:07:00,Pune,Cab,organic_app,PUN-Z15,mid,te,45+
CPT106603,2026-05-01 18:13:00,Hyderabad,Auto,organic_app,HYD-Z11,high,mr,35-44
CPT117213,2026-05-01 18:16:00,Hyderabad,Cab,organic_app,HYD-Z12,mid,kn,45+
CPT114495,2026-05-01 18:26:00,Bangalore,Auto,paid_digital,BAN-Z17,mid,te,45+
CPT100839,2026-05-01 18:32:00,Hyderabad,Auto,organic_app,HYD-Z17,mid,hi,45+
CPT122476,2026-05-01 18:33:00,Bangalore,Auto,fos_field,BAN-Z16,low,mr,35-44
CPT100888,2026-05-01 18:38:00,Pune,Auto,paid_digital,PUN-Z20,mid,en,45+
CPT124189,2026-05-01 18:38:00,Delhi,ERickshaw,referral,DEL-Z14,high,kn,35-44
CPT105821,2026-05-01 18:40:00,Hyderabad,Cab,organic_app,HYD-Z08,high,mr,18-24
CPT120757,2026-05-01 18:46:00,Delhi,Cab,fos_field,DEL-Z20,low,en,25-34
CPT123914,2026-05-01 18:48:00,Bangalore,Cab,fos_field,BAN-Z11,mid,te,45+
CPT121603,2026-05-01 18:55:00,Bangalore,ERickshaw,paid_digital,BAN-Z10,mid,hi,35-44
CPT122141,2026-05-01 18:58:00,Delhi,ERickshaw,paid_digital,DEL-Z05,low,en,25-34
CPT106363,2026-05-01 19:06:00,Delhi,ERickshaw,fos_field,DEL-Z10,low,kn,25-34
CPT108092,2026-05-01 19:13:00,Pune,Auto,organic_app,PUN-Z12,low,en,35-44
CPT113273,2026-05-01 19:17:00,Pune,Auto,fos_field,PUN-Z22,mid,te,25-34
CPT116331,2026-05-01 19:19:00,Delhi,ERickshaw,gc_telecalling,DEL-Z10,low,mr,45+
CPT104500,2026-05-01 19:27:00,Pune,Auto,fos_field,PUN-Z14,low,te,25-34
CPT112241,2026-05-01 19:37:00,Hyderabad,Cab,organic_app,HYD-Z04,mid,hi,35-44
CPT106933,2026-05-01 19:41:00,Hyderabad,Auto,paid_digital,HYD-Z01,low,mr,25-34
CPT107804,2026-05-01 20:15:00,Delhi,Cab,organic_app,DEL-Z01,low,kn,35-44
CPT124466,2026-05-01 20:17:00,Pune,Auto,organic_app,PUN-Z06,low,hi,45+
CPT121864,2026-05-01 20:17:00,Bangalore,Auto,referral,BAN-Z02,mid,mr,35-44
CPT120398,2026-05-01 20:19:00,Bangalore,Cab,fos_field,BAN-Z11,low,kn,35-44
CPT117340,2026-05-01 20:28:00,Pune,Auto,organic_app,PUN-Z12,mid,hi,35-44
CPT106475,2026-05-01 20:30:00,Pune,Auto,fos_field,PUN-Z13,low,mr,18-24
CPT103094,2026-05-01 20:49:00,Pune,Cab,organic_app,PUN-Z04,low,te,35-44
CPT110678,2026-05-01 20:55:00,Delhi,Cab,referral,DEL-Z02,low,hi,45+
CPT105425,2026-05-01 21:07:00,Delhi,Auto,referral,DEL-Z23,low,te,35-44
CPT104850,2026-05-01 21:08:00,Hyderabad,Cab,organic_app,HYD-Z21,mid,te,35-44
CPT121883,2026-05-01 21:09:00,Pune,Auto,referral,PUN-Z01,low,en,35-44
CPT123261,2026-05-01 21:11:00,Delhi,ERickshaw,paid_digital,DEL-Z23,mid,mr,35-44
CPT124869,2026-05-01 21:16:00,Hyderabad,Auto,organic_app,HYD-Z08,low,en,25-34
CPT101903,2026-05-01 21:28:00,Hyderabad,Auto,fos_field,HYD-Z23,low,en,35-44
CPT115548,2026-05-01 21:31:00,Delhi,ERickshaw,referral,DEL-Z02,low,en,35-44
CPT109373,2026-05-01 21:34:00,Hyderabad,Auto,paid_digital,HYD-Z04,low,kn,25-34
CPT117881,2026-05-01 21:41:00,Pune,Auto,referral,PUN-Z13,mid,mr,45+
CPT111404,2026-05-01 21:42:00,Pune,Cab,fos_field,PUN-Z16,mid,hi,45+
CPT102875,2026-05-01 21:43:00,Bangalore,Auto,organic_app,BAN-Z14,low,te,25-34
CPT103951,2026-05-01 21:48:00,Hyderabad,Auto,referral,HYD-Z14,low,hi,18-24
CPT119470,2026-05-01 21:48:00,Bangalore,Auto,fos_field,BAN-Z13,mid,te,25-34
CPT108506,2026-05-01 21:59:00,Hyderabad,Auto,fos_field,HYD-Z08,mid,en,25-34
CPT115820,2026-05-02 06:04:00,Pune,Cab,organic_app,PUN-Z12,high,te,25-34
CPT117166,2026-05-02 06:12:00,Hyderabad,Auto,organic_app,HYD-Z10,high,kn,18-24
CPT108197,2026-05-02 06:14:00,Hyderabad,Cab,fos_field,HYD-Z22,high,hi,35-44
CPT105099,2026-05-02 06:24:00,Bangalore,Cab,referral,BAN-Z20,low,kn,35-44
CPT107834,2026-05-02 06:24:00,Bangalore,Cab,gc_telecalling,BAN-Z11,low,kn,25-34
CPT109297,2026-05-02 06:30:00,Hyderabad,Auto,organic_app,HYD-Z03,high,hi,25-34
CPT115764,2026-05-02 06:49:00,Delhi,ERickshaw,organic_app,DEL-Z14,low,hi,18-24
CPT121183,2026-05-02 06:55:00,Hyderabad,Auto,fos_field,HYD-Z11,mid,mr,18-24
CPT119585,2026-05-02 07:05:00,Bangalore,Cab,organic_app,BAN-Z11,low,en,25-34
CPT114383,2026-05-02 07:08:00,Bangalore,ERickshaw,referral,BAN-Z10,low,te,25-34
CPT120327,2026-05-02 07:17:00,Delhi,ERickshaw,referral,DEL-Z23,mid,kn,35-44
CPT108660,2026-05-02 07:19:00,Bangalore,Cab,fos_field,BAN-Z01,mid,en,25-34
CPT110873,2026-05-02 07:21:00,Bangalore,Cab,fos_field,BAN-Z14,mid,hi,25-34
CPT115825,2026-05-02 07:36:00,Pune,Auto,fos_field,PUN-Z03,low,kn,35-44
CPT120242,2026-05-02 07:45:00,Pune,Cab,fos_field,PUN-Z10,high,kn,25-34
CPT100904,2026-05-02 07:52:00,Pune,ERickshaw,referral,PUN-Z21,mid,mr,25-34
CPT111633,2026-05-02 07:54:00,Delhi,ERickshaw,organic_app,DEL-Z16,high,kn,35-44
CPT106146,2026-05-02 07:58:00,Delhi,ERickshaw,referral,DEL-Z05,low,en,25-34
