captain_id,decision_ts,final_status,last_stage_reached,docs_cleared
CPT111023,,dropped_in_docs,DL,0
CPT100695,,dropped_in_docs,RC,1
CPT103335,,dropped_in_docs,FITNESS,4
CPT105554,2026-04-24 18:43:48.170037661,approved,,6
CPT109397,,dropped_in_docs,RC,1
CPT106076,,dropped_in_docs,DL,0
CPT106095,,dropped_in_docs,PERMIT,3
CPT122239,,dropped_in_docs,INSURANCE,5
CPT105983,,dropped_in_docs,PERMIT,3
CPT112136,,dropped_in_docs,PERMIT,3
CPT121693,2026-04-27 23:46:01.131965417,approved,,6
CPT115012,,dropped_in_docs,RC,1
CPT101095,,dropped_in_docs,FITNESS,4
CPT115384,,dropped_in_docs,RC,1
CPT111241,,dropped_in_docs,FITNESS,4
CPT104663,,dropped_in_docs,DL,0
CPT106286,,dropped_in_docs,FITNESS,4
CPT104449,,dropped_in_docs,FITNESS,4
CPT124929,2026-04-26 14:12:18.374210434,approved,,6
CPT102990,,dropped_in_docs,INSURANCE,5
CPT113719,,dropped_in_docs,RC,1
CPT114118,,dropped_in_docs,RC,1
CPT114193,2026-04-28 05:15:10.212843395,approved,,6
CPT109106,2026-04-25 03:33:39.955078814,approved,,5
CPT115575,,dropped_in_docs,DL,0
CPT107018,,dropped_in_docs,PERMIT,3
CPT105680,,dropped_in_docs,FITNESS,4
CPT124980,,dropped_in_docs,PERMIT,3
CPT106921,,dropped_in_docs,PERMIT,3
CPT105823,2026-04-26 17:22:03.112722725,approved,,6
CPT115368,,dropped_in_docs,FITNESS,4
CPT105011,,dropped_in_docs,FITNESS,4
CPT111291,,dropped_in_docs,INSURANCE,5
CPT115656,,dropped_in_docs,AADHAAR,2
CPT113762,,dropped_in_docs,RC,1
CPT109140,,dropped_in_docs,DL,0
CPT113653,,dropped_in_docs,PERMIT,3
CPT107161,,dropped_in_docs,RC,1
CPT109167,,dropped_in_docs,PERMIT,3
CPT123565,,dropped_in_docs,DL,0
CPT109081,,dropped_in_docs,INSURANCE,5
CPT105812,,dropped_in_docs,RC,1
CPT117604,2026-04-26 07:33:28.378584030,approved,,6
CPT121882,2026-04-27 13:52:28.146680096,approved,,6
CPT120725,,dropped_in_docs,PERMIT,3
CPT111366,,dropped_in_docs,RC,1
CPT117155,,dropped_in_docs,RC,1
CPT101885,2026-04-28 23:38:27.323812583,approved,,6
CPT113350,,dropped_in_docs,FITNESS,4
CPT108299,,dropped_in_docs,PERMIT,3
CPT112397,,dropped_in_docs,PERMIT,3
CPT118503,2026-04-26 08:10:21.851524555,approved,,5
CPT106032,,dropped_in_docs,FITNESS,4
CPT105454,,dropped_in_docs,RC,1
CPT110706,,dropped_in_docs,RC,1
CPT111707,,dropped_in_docs,INSURANCE,5
CPT100078,,dropped_in_docs,RC,1
CPT114663,,dropped_in_docs,DL,0
CPT114699,,dropped_in_docs,DL,0
CPT108732,,dropped_in_docs,INSURANCE,5
CPT104501,,dropped_in_docs,INSURANCE,5
CPT111303,2026-04-30 05:09:34.623067795,approved,,6
CPT103222,,dropped_in_docs,DL,0
CPT113676,,dropped_in_docs,RC,1
CPT114475,,dropped_in_docs,RC,1
CPT124757,2026-04-26 13:05:28.015002392,approved,,6
CPT117054,,dropped_in_docs,PERMIT,3
CPT123551,,dropped_in_docs,INSURANCE,5
CPT118076,,dropped_in_docs,RC,1
CPT109163,,dropped_in_docs,RC,1
CPT114240,,dropped_in_docs,RC,1
CPT106598,2026-04-27 03:58:55.208275574,approved,,5
CPT102452,2026-04-29 21:31:55.756676170,approved,,6
CPT103134,,dropped_in_docs,FITNESS,4
CPT100591,,dropped_in_docs,PERMIT,3
CPT119089,2026-04-25 19:47:39.977094404,approved,,6
CPT124075,,dropped_in_docs,FITNESS,4
CPT117901,,dropped_in_docs,FITNESS,4
CPT122446,,dropped_in_docs,PERMIT,3
CPT122528,,dropped_in_docs,INSURANCE,5
CPT111560,,dropped_in_docs,INSURANCE,5
CPT114216,2026-04-29 04:57:20.317071909,rejected,duplicate_captain,6
CPT115321,,dropped_in_docs,INSURANCE,5
CPT119343,,dropped_in_docs,PERMIT,3
CPT109139,,dropped_in_docs,RC,1
CPT103626,,dropped_in_docs,INSURANCE,5
CPT107177,,dropped_in_docs,PERMIT,3
CPT121815,,dropped_in_docs,DL,0
CPT122464,,dropped_in_docs,INSURANCE,5
CPT111192,,dropped_in_docs,RC,1
CPT114256,,dropped_in_docs,PERMIT,3
CPT113344,,dropped_in_docs,DL,0
CPT104582,,dropped_in_docs,FITNESS,4
CPT109138,2026-04-28 02:38:15.657441336,approved,,6
CPT118019,,dropped_in_docs,RC,1
CPT121281,,dropped_in_docs,PERMIT,3
CPT123185,,dropped_in_docs,RC,1
CPT115680,,dropped_in_docs,INSURANCE,5
CPT113256,2026-04-27 04:55:23.182521011,approved,,6
CPT115766,,dropped_in_docs,DL,0
CPT110533,,dropped_in_docs,FITNESS,4
CPT116126,,dropped_in_docs,PERMIT,3
CPT100795,,dropped_in_docs,AADHAAR,2
CPT115423,,dropped_in_docs,AADHAAR,2
CPT120938,,dropped_in_docs,DL,0
CPT112828,,dropped_in_docs,FITNESS,4
CPT113013,,dropped_in_docs,RC,1
CPT124912,,dropped_in_docs,DL,0
CPT109817,2026-04-26 20:27:11.634841738,approved,,6
CPT107687,,dropped_in_docs,FITNESS,4
CPT123116,,dropped_in_docs,AADHAAR,2
CPT120970,,dropped_in_docs,PERMIT,3
CPT116942,,dropped_in_docs,AADHAAR,2
CPT111876,,dropped_in_docs,DL,0
CPT122074,2026-04-25 03:14:38.572069139,approved,,5
CPT115244,,dropped_in_docs,FITNESS,4
CPT109337,,dropped_in_docs,RC,1
CPT104692,,dropped_in_docs,INSURANCE,5
CPT118334,,dropped_in_docs,PERMIT,3
CPT121193,,dropped_in_docs,DL,0
CPT108962,2026-04-27 23:00:30.635450984,approved,,5
CPT110902,,dropped_in_docs,RC,1
CPT100222,,dropped_in_docs,AADHAAR,2
CPT119399,2026-04-27 20:55:22.300442209,approved,,6
CPT106163,,dropped_in_docs,AADHAAR,2
CPT101654,,dropped_in_docs,RC,1
CPT109272,,dropped_in_docs,PERMIT,3
CPT123795,,dropped_in_docs,DL,0
CPT124401,,dropped_in_docs,PERMIT,3
CPT100406,2026-04-30 01:52:08.392741855,approved,,6
CPT112604,,dropped_in_docs,DL,0
CPT122071,,dropped_in_docs,AADHAAR,2
CPT108210,,dropped_in_docs,FITNESS,4
CPT109719,,dropped_in_docs,RC,1
CPT100131,2026-04-27 04:23:37.808804860,approved,,5
CPT123465,2026-04-28 03:45:58.113578161,approved,,5
CPT106796,,dropped_in_docs,DL,0
CPT109710,,dropped_in_docs,PERMIT,3
CPT114997,,dropped_in_docs,INSURANCE,5
CPT108741,,dropped_in_docs,FITNESS,4
CPT117088,2026-04-30 23:47:46.623066828,approved,,5
CPT117828,,dropped_in_docs,DL,0
CPT100669,2026-04-26 23:11:44.964190479,approved,,5
CPT108959,,dropped_in_docs,RC,1
CPT119013,2026-04-29 05:58:50.093554930,approved,,6
CPT115944,2026-04-25 02:48:24.067070724,approved,,5
CPT100950,,dropped_in_docs,RC,1
CPT112247,,dropped_in_docs,RC,1
CPT119501,,dropped_in_docs,DL,0
CPT112299,,dropped_in_docs,DL,0
CPT118522,,dropped_in_docs,INSURANCE,5
CPT107134,,dropped_in_docs,INSURANCE,5
CPT123553,,dropped_in_docs,INSURANCE,5
CPT109825,,dropped_in_docs,PERMIT,3
CPT110026,,dropped_in_docs,RC,1
CPT103660,,dropped_in_docs,FITNESS,4
CPT119627,2026-04-25 17:17:20.266356877,approved,,6
CPT108146,,dropped_in_docs,PERMIT,3
CPT104934,2026-04-26 11:26:40.053878022,rejected,background_check_failed,6
CPT117071,2026-04-26 16:47:40.518857545,approved,,6
CPT101992,,dropped_in_docs,PERMIT,3
CPT100204,,dropped_in_docs,DL,0
CPT107437,,dropped_in_docs,DL,0
CPT102166,,dropped_in_docs,INSURANCE,5
CPT103980,2026-04-29 06:35:29.076728800,approved,,5
CPT119827,2026-04-26 06:58:10.229245593,approved,,5
CPT107251,,dropped_in_docs,AADHAAR,2
CPT102116,,dropped_in_docs,DL,0
CPT113899,,dropped_in_docs,FITNESS,4
CPT120047,,dropped_in_docs,INSURANCE,5
CPT118867,,dropped_in_docs,DL,0
CPT117648,,dropped_in_docs,INSURANCE,5
CPT116379,,dropped_in_docs,DL,0
CPT116299,2026-04-25 05:40:03.626820316,approved,,5
CPT119018,,dropped_in_docs,RC,1
CPT113166,,dropped_in_docs,INSURANCE,5
CPT118135,,dropped_in_docs,PERMIT,3
CPT109539,,dropped_in_docs,PERMIT,3
CPT120033,,dropped_in_docs,INSURANCE,5
CPT105492,2026-04-29 08:45:44.545593730,approved,,6
CPT109877,,dropped_in_docs,PERMIT,3
CPT115136,2026-04-28 13:03:43.692612882,approved,,6
CPT114987,,dropped_in_docs,RC,1
CPT121486,,dropped_in_docs,PERMIT,3
CPT103917,,dropped_in_docs,RC,1
CPT107822,2026-04-26 03:21:24.515701455,approved,,5
CPT103975,,dropped_in_docs,FITNESS,4
CPT106033,2026-04-25 05:34:02.755280022,approved,,6
CPT102248,,dropped_in_docs,PERMIT,3
CPT113228,,dropped_in_docs,RC,1
CPT123424,,dropped_in_docs,RC,1
CPT105388,2026-04-27 02:08:32.125694840,approved,,5
CPT107564,,dropped_in_docs,RC,1
CPT107432,,dropped_in_docs,RC,1
CPT119774,,dropped_in_docs,RC,1
CPT115317,,dropped_in_docs,PERMIT,3
CPT119384,,dropped_in_docs,RC,1
CPT113924,,dropped_in_docs,AADHAAR,2
CPT111866,,dropped_in_docs,PERMIT,3
CPT116172,,dropped_in_docs,INSURANCE,5
CPT122343,,dropped_in_docs,INSURANCE,5
CPT104347,2026-04-30 01:59:52.642790525,approved,,6
CPT114017,2026-04-26 23:39:11.841806469,approved,,6
CPT114399,,dropped_in_docs,PERMIT,3
CPT111359,2026-04-28 11:29:57.143992692,approved,,6
CPT118377,,dropped_in_docs,RC,1
CPT101314,,dropped_in_docs,RC,1
CPT104155,,dropped_in_docs,DL,0
CPT123358,2026-04-28 14:39:27.599517769,approved,,5
CPT101912,,dropped_in_docs,DL,0
CPT118231,,dropped_in_docs,RC,1
CPT110446,,dropped_in_docs,AADHAAR,2
CPT102144,,dropped_in_docs,AADHAAR,2
CPT120866,,dropped_in_docs,RC,1
CPT110952,,dropped_in_docs,RC,1
CPT115259,,dropped_in_docs,FITNESS,4
CPT117261,,dropped_in_docs,DL,0
CPT120307,,dropped_in_docs,DL,0
CPT110699,,dropped_in_docs,AADHAAR,2
CPT108772,2026-04-27 21:51:45.129938906,approved,,5
CPT113151,,dropped_in_docs,INSURANCE,5
CPT124260,,dropped_in_docs,INSURANCE,5
CPT111268,,dropped_in_docs,PERMIT,3
CPT122761,,dropped_in_docs,RC,1
CPT122719,,dropped_in_docs,RC,1
CPT109046,,dropped_in_docs,INSURANCE,5
CPT102200,,dropped_in_docs,PERMIT,3
CPT123418,,dropped_in_docs,DL,0
CPT100330,,dropped_in_docs,RC,1
CPT111567,,dropped_in_docs,AADHAAR,2
CPT116927,,dropped_in_docs,RC,1
CPT113995,,dropped_in_docs,FITNESS,4
CPT120742,,dropped_in_docs,DL,0
CPT103754,,dropped_in_docs,PERMIT,3
CPT111297,,dropped_in_docs,RC,1
CPT113577,,dropped_in_docs,FITNESS,4
CPT103793,,dropped_in_docs,INSURANCE,5
CPT116253,,dropped_in_docs,INSURANCE,5
CPT118184,,dropped_in_docs,RC,1
CPT114267,,dropped_in_docs,DL,0
CPT122404,2026-04-27 12:44:41.292713923,approved,,5
CPT109602,2026-04-27 08:50:44.279365808,rejected,vehicle_age_policy,6
CPT107322,,dropped_in_docs,DL,0
CPT120971,,dropped_in_docs,FITNESS,4
CPT122356,,dropped_in_docs,RC,1
CPT120776,,dropped_in_docs,FITNESS,4
CPT111418,2026-04-28 23:46:22.961613227,approved,,6
CPT105498,,dropped_in_docs,PERMIT,3
CPT104072,,dropped_in_docs,RC,1
CPT117846,,dropped_in_docs,INSURANCE,5
CPT103353,,dropped_in_docs,AADHAAR,2
CPT109955,2026-04-29 18:01:45.994953589,approved,,6
CPT104812,,dropped_in_docs,RC,1
CPT111337,2026-04-26 02:03:49.390993350,approved,,6
CPT105012,,dropped_in_docs,INSURANCE,5
CPT120236,,dropped_in_docs,FITNESS,4
CPT111630,,dropped_in_docs,AADHAAR,2
CPT121735,2026-04-26 10:31:07.781540217,rejected,doc_authenticity_flag,6
CPT115444,,dropped_in_docs,RC,1
CPT109837,,dropped_in_docs,AADHAAR,2
CPT115380,,dropped_in_docs,DL,0
CPT100937,,dropped_in_docs,INSURANCE,5
CPT120811,2026-04-28 09:25:03.398017281,approved,,6
CPT109441,,dropped_in_docs,INSURANCE,5
CPT117952,2026-04-28 09:57:31.278557239,rejected,duplicate_captain,5
CPT100697,,dropped_in_docs,INSURANCE,5
CPT118875,,dropped_in_docs,FITNESS,4
CPT109803,,dropped_in_docs,AADHAAR,2
CPT100842,,dropped_in_docs,PERMIT,3
CPT110726,,dropped_in_docs,AADHAAR,2
CPT101123,,dropped_in_docs,DL,0
CPT118120,,dropped_in_docs,FITNESS,4
CPT108742,,dropped_in_docs,RC,1
CPT100258,,dropped_in_docs,PERMIT,3
CPT109056,,dropped_in_docs,RC,1
CPT108666,2026-04-27 09:26:53.825601455,approved,,5
CPT123068,,dropped_in_docs,PERMIT,3
CPT122984,,dropped_in_docs,DL,0
CPT122253,,dropped_in_docs,DL,0
CPT108106,2026-04-29 14:36:26.639358600,approved,,6
CPT122278,,dropped_in_docs,RC,1
CPT123298,,dropped_in_docs,RC,1
CPT113837,,dropped_in_docs,RC,1
CPT122338,2026-05-03 03:30:47.908216772,approved,,5
CPT107126,,dropped_in_docs,AADHAAR,2
CPT121362,,dropped_in_docs,PERMIT,3
CPT118490,,dropped_in_docs,RC,1
CPT110189,,dropped_in_docs,AADHAAR,2
CPT109843,,dropped_in_docs,FITNESS,4
CPT107368,,dropped_in_docs,RC,1
CPT111953,,dropped_in_docs,DL,0
CPT102115,,dropped_in_docs,FITNESS,4
CPT106804,2026-04-29 02:52:45.654591071,approved,,6
CPT100473,2026-04-27 14:14:08.418704045,rejected,doc_authenticity_flag,6
CPT109420,,dropped_in_docs,AADHAAR,2
CPT110534,,dropped_in_docs,PERMIT,3
CPT111902,,dropped_in_docs,INSURANCE,5
CPT113644,,dropped_in_docs,INSURANCE,5
CPT119821,,dropped_in_docs,RC,1
CPT124045,,dropped_in_docs,RC,1
CPT100477,,dropped_in_docs,RC,1
CPT108442,,dropped_in_docs,DL,0
CPT121813,,dropped_in_docs,RC,1
CPT119956,2026-04-27 20:46:26.911925241,approved,,6
CPT122635,2026-05-01 03:13:28.041051516,approved,,6
CPT121262,2026-04-26 02:00:58.897873052,approved,,5
CPT105223,2026-04-29 15:54:13.743291715,approved,,6
CPT109760,,dropped_in_docs,DL,0
CPT119711,2026-04-28 17:01:48.103113234,approved,,6
CPT106068,,dropped_in_docs,INSURANCE,5
CPT114070,,dropped_in_docs,RC,1
CPT106295,,dropped_in_docs,DL,0
CPT112507,2026-04-27 07:11:55.724211376,rejected,duplicate_captain,6
CPT107143,,dropped_in_docs,RC,1
CPT110908,,dropped_in_docs,PERMIT,3
CPT103797,,dropped_in_docs,FITNESS,4
CPT102082,,dropped_in_docs,PERMIT,3
CPT102682,,dropped_in_docs,RC,1
CPT113570,,dropped_in_docs,INSURANCE,5
CPT101151,,dropped_in_docs,PERMIT,3
CPT124798,,dropped_in_docs,INSURANCE,5
CPT100487,,dropped_in_docs,PERMIT,3
CPT103630,,dropped_in_docs,PERMIT,3
CPT108459,,dropped_in_docs,FITNESS,4
CPT112706,,dropped_in_docs,PERMIT,3
CPT103900,2026-04-29 07:08:00.626507930,approved,,6
CPT106993,,dropped_in_docs,INSURANCE,5
CPT105574,,dropped_in_docs,RC,1
CPT106760,,dropped_in_docs,FITNESS,4
CPT117288,,dropped_in_docs,PERMIT,3
CPT124741,,dropped_in_docs,PERMIT,3
CPT108552,2026-04-28 02:44:15.872983988,approved,,5
CPT109547,,dropped_in_docs,FITNESS,4
CPT122853,,dropped_in_docs,AADHAAR,2
CPT114528,,dropped_in_docs,AADHAAR,2
CPT107616,2026-04-29 23:20:27.360758033,approved,,6
CPT102782,,dropped_in_docs,DL,0
CPT107103,,dropped_in_docs,DL,0
CPT118338,,dropped_in_docs,INSURANCE,5
CPT117743,,dropped_in_docs,INSURANCE,5
CPT124638,,dropped_in_docs,INSURANCE,5
CPT110717,2026-04-27 18:05:29.407360203,rejected,vehicle_age_policy,5
CPT104955,,dropped_in_docs,INSURANCE,5
CPT109732,2026-04-27 03:46:42.226797620,approved,,6
CPT100706,,dropped_in_docs,RC,1
CPT120415,,dropped_in_docs,FITNESS,4
CPT108964,2026-04-28 02:14:57.565026374,approved,,6
CPT118267,,dropped_in_docs,FITNESS,4
CPT108015,,dropped_in_docs,RC,1
CPT122815,2026-04-25 21:47:52.355029884,approved,,5
CPT124893,,dropped_in_docs,PERMIT,3
CPT102925,,dropped_in_docs,DL,0
CPT111218,,dropped_in_docs,INSURANCE,5
CPT116590,,dropped_in_docs,FITNESS,4
CPT109861,2026-04-29 18:03:35.157781110,rejected,vehicle_age_policy,6
CPT113550,,dropped_in_docs,AADHAAR,2
CPT102844,,dropped_in_docs,DL,0
CPT100901,,dropped_in_docs,PERMIT,3
CPT121010,,dropped_in_docs,FITNESS,4
CPT124308,,dropped_in_docs,AADHAAR,2
CPT113284,,dropped_in_docs,FITNESS,4
CPT104637,2026-04-29 08:05:39.470778111,approved,,5
CPT112199,,dropped_in_docs,DL,0
CPT119427,2026-04-28 10:29:31.752714267,approved,,6
CPT115989,,dropped_in_docs,AADHAAR,2
CPT113373,,dropped_in_docs,INSURANCE,5
CPT108850,,dropped_in_docs,DL,0
CPT104448,,dropped_in_docs,RC,1
CPT108860,,dropped_in_docs,PERMIT,3
CPT104572,,dropped_in_docs,DL,0
CPT116359,,dropped_in_docs,FITNESS,4
CPT116539,,dropped_in_docs,DL,0
CPT101817,,dropped_in_docs,RC,1
CPT100141,,dropped_in_docs,INSURANCE,5
CPT113812,,dropped_in_docs,PERMIT,3
CPT121666,,dropped_in_docs,INSURANCE,5
CPT103656,,dropped_in_docs,INSURANCE,5
CPT123373,,dropped_in_docs,PERMIT,3
CPT101016,,dropped_in_docs,FITNESS,4
CPT119797,,dropped_in_docs,FITNESS,4
CPT111842,,dropped_in_docs,PERMIT,3
CPT109809,,dropped_in_docs,DL,0
CPT106795,,dropped_in_docs,FITNESS,4
CPT103269,,dropped_in_docs,INSURANCE,5
CPT104165,,dropped_in_docs,RC,1
CPT101367,,dropped_in_docs,RC,1
CPT121427,2026-05-01 08:19:59.090010736,approved,,6
CPT124636,,dropped_in_docs,RC,1
CPT114750,2026-04-29 12:22:30.024560671,approved,,6
CPT121004,2026-04-26 07:54:18.260610146,approved,,5
CPT116024,,dropped_in_docs,FITNESS,4
CPT105495,,dropped_in_docs,DL,0
CPT105386,,dropped_in_docs,PERMIT,3
CPT111786,,dropped_in_docs,PERMIT,3
CPT123938,2026-05-02 10:37:13.378061655,approved,,6
CPT103011,2026-04-29 11:08:45.895568701,approved,,6
CPT116493,,dropped_in_docs,PERMIT,3
CPT116644,,dropped_in_docs,RC,1
CPT107826,,dropped_in_docs,DL,0
CPT113869,,dropped_in_docs,RC,1
CPT106315,,dropped_in_docs,PERMIT,3
CPT115067,,dropped_in_docs,DL,0
CPT120715,,dropped_in_docs,PERMIT,3
CPT107022,,dropped_in_docs,RC,1
CPT105374,,dropped_in_docs,RC,1
CPT117557,,dropped_in_docs,PERMIT,3
CPT120258,2026-04-29 10:00:53.783592126,approved,,5
CPT108289,,dropped_in_docs,PERMIT,3
CPT107637,,dropped_in_docs,PERMIT,3
CPT102805,,dropped_in_docs,PERMIT,3
CPT107787,,dropped_in_docs,INSURANCE,5
CPT104208,,dropped_in_docs,PERMIT,3
CPT124863,,dropped_in_docs,RC,1
CPT111024,2026-04-28 14:01:52.989682125,approved,,6
CPT103705,,dropped_in_docs,RC,1
CPT119030,,dropped_in_docs,RC,1
CPT116731,,dropped_in_docs,RC,1
CPT115889,,dropped_in_docs,RC,1
CPT106701,,dropped_in_docs,RC,1
CPT110710,,dropped_in_docs,PERMIT,3
CPT117227,2026-04-27 14:06:22.301645412,approved,,6
CPT113208,,dropped_in_docs,RC,1
CPT117488,,dropped_in_docs,RC,1
CPT107661,,dropped_in_docs,RC,1
CPT115295,,dropped_in_docs,PERMIT,3
CPT102924,,dropped_in_docs,PERMIT,3
CPT106233,,dropped_in_docs,INSURANCE,5
CPT112488,,dropped_in_docs,RC,1
CPT123249,,dropped_in_docs,DL,0
CPT108550,2026-04-28 11:44:21.194194321,approved,,6
CPT114039,,dropped_in_docs,PERMIT,3
CPT102987,,dropped_in_docs,DL,0
CPT118316,,dropped_in_docs,PERMIT,3
CPT117432,,dropped_in_docs,PERMIT,3
CPT117862,,dropped_in_docs,PERMIT,3
CPT110501,,dropped_in_docs,INSURANCE,5
CPT110114,,dropped_in_docs,RC,1
CPT114409,,dropped_in_docs,PERMIT,3
CPT115599,,dropped_in_docs,FITNESS,4
CPT100702,,dropped_in_docs,RC,1
CPT115756,,dropped_in_docs,DL,0
CPT107938,,dropped_in_docs,RC,1
CPT124842,,dropped_in_docs,PERMIT,3
CPT121434,,dropped_in_docs,AADHAAR,2
CPT116154,,dropped_in_docs,INSURANCE,5
CPT117298,,dropped_in_docs,RC,1
CPT124940,,dropped_in_docs,DL,0
CPT123241,,dropped_in_docs,FITNESS,4
CPT109969,,dropped_in_docs,DL,0
CPT123023,,dropped_in_docs,DL,0
CPT110276,2026-04-30 16:59:24.953428112,rejected,vehicle_age_policy,5
CPT119946,,dropped_in_docs,PERMIT,3
CPT106015,,dropped_in_docs,AADHAAR,2
CPT116203,,dropped_in_docs,INSURANCE,5
CPT116404,,dropped_in_docs,RC,1
CPT113077,,dropped_in_docs,RC,1
CPT112964,,dropped_in_docs,DL,0
CPT106937,,dropped_in_docs,DL,0
CPT114695,2026-04-30 07:03:59.212204991,approved,,6
CPT124241,2026-04-29 08:35:10.807191094,approved,,6
CPT105604,,dropped_in_docs,AADHAAR,2
CPT117651,,dropped_in_docs,RC,1
CPT110764,,dropped_in_docs,FITNESS,4
CPT102551,,dropped_in_docs,INSURANCE,5
CPT101152,2026-04-29 09:03:33.414442879,approved,,5
CPT109319,2026-04-28 23:05:38.868577447,approved,,5
CPT108063,,dropped_in_docs,AADHAAR,2
CPT122388,2026-04-28 20:39:11.774104765,approved,,6
CPT114866,,dropped_in_docs,FITNESS,4
CPT122310,,dropped_in_docs,INSURANCE,5
CPT121151,,dropped_in_docs,RC,1
CPT121822,,dropped_in_docs,AADHAAR,2
CPT105288,2026-04-30 21:09:29.173964881,approved,,6
CPT107670,,dropped_in_docs,INSURANCE,5
CPT101949,2026-05-02 04:23:38.443793587,approved,,6
CPT112630,,dropped_in_docs,DL,0
CPT113237,,dropped_in_docs,INSURANCE,5
CPT123873,2026-04-30 15:50:18.230015591,approved,,6
CPT123286,,dropped_in_docs,PERMIT,3
CPT120248,2026-05-03 05:38:13.064930771,approved,,6
CPT113665,,dropped_in_docs,RC,1
CPT114350,,dropped_in_docs,PERMIT,3
CPT104056,,dropped_in_docs,INSURANCE,5
CPT124987,,dropped_in_docs,PERMIT,3
CPT104555,,dropped_in_docs,DL,0
CPT117665,,dropped_in_docs,RC,1
CPT124015,2026-04-29 14:47:57.676147655,rejected,doc_authenticity_flag,6
CPT105808,2026-04-29 02:46:45.917651416,approved,,6
CPT121849,,dropped_in_docs,DL,0
CPT118904,,dropped_in_docs,PERMIT,3
CPT110428,,dropped_in_docs,RC,1
CPT105500,,dropped_in_docs,RC,1
CPT103247,,dropped_in_docs,PERMIT,3
CPT104045,,dropped_in_docs,PERMIT,3
CPT110465,,dropped_in_docs,FITNESS,4
CPT119145,,dropped_in_docs,RC,1
CPT119262,,dropped_in_docs,FITNESS,4
CPT112054,,dropped_in_docs,FITNESS,4
CPT107105,,dropped_in_docs,RC,1
CPT115849,2026-04-28 11:55:43.410281119,rejected,doc_authenticity_flag,6
CPT103875,2026-04-30 18:51:43.209410690,approved,,6
CPT121906,,dropped_in_docs,INSURANCE,5
CPT118125,,dropped_in_docs,RC,1
CPT111623,,dropped_in_docs,AADHAAR,2
CPT115150,,dropped_in_docs,RC,1
CPT112999,,dropped_in_docs,RC,1
CPT105816,,dropped_in_docs,PERMIT,3
CPT113814,2026-04-30 02:41:39.915882635,approved,,6
CPT117777,,dropped_in_docs,PERMIT,3
CPT100059,,dropped_in_docs,RC,1
CPT100846,,dropped_in_docs,FITNESS,4
CPT124971,,dropped_in_docs,RC,1
CPT118515,,dropped_in_docs,PERMIT,3
CPT111340,,dropped_in_docs,AADHAAR,2
CPT114018,,dropped_in_docs,RC,1
CPT109675,,dropped_in_docs,DL,0
CPT121353,,dropped_in_docs,RC,1
CPT120421,,dropped_in_docs,RC,1
CPT102687,,dropped_in_docs,RC,1
CPT114500,,dropped_in_docs,INSURANCE,5
CPT120000,2026-04-29 00:55:42.136557274,approved,,5
CPT118869,2026-04-29 18:54:46.961981228,approved,,6
CPT112750,,dropped_in_docs,FITNESS,4
CPT119960,2026-04-28 14:17:36.157519469,approved,,5
CPT112266,,dropped_in_docs,RC,1
CPT124782,2026-04-29 15:23:07.783894038,approved,,5
CPT121078,2026-04-28 15:35:30.487431215,approved,,5
CPT104162,,dropped_in_docs,DL,0
CPT101741,,dropped_in_docs,FITNESS,4
CPT122604,,dropped_in_docs,RC,1
CPT101709,,dropped_in_docs,RC,1
CPT123036,,dropped_in_docs,RC,1
CPT116939,,dropped_in_docs,INSURANCE,5
CPT114391,,dropped_in_docs,DL,0
CPT108837,2026-04-30 00:23:23.936266475,approved,,6
CPT123521,2026-05-03 19:26:26.411303084,approved,,6
CPT110336,,dropped_in_docs,FITNESS,4
CPT106677,,dropped_in_docs,AADHAAR,2
CPT108749,,dropped_in_docs,DL,0
CPT116110,,dropped_in_docs,RC,1
CPT124877,,dropped_in_docs,FITNESS,4
CPT103571,,dropped_in_docs,PERMIT,3
CPT104091,,dropped_in_docs,INSURANCE,5
CPT104003,,dropped_in_docs,FITNESS,4
CPT113835,2026-04-29 03:30:46.449537064,approved,,6
CPT100761,,dropped_in_docs,AADHAAR,2
CPT102513,,dropped_in_docs,DL,0
CPT109901,,dropped_in_docs,RC,1
CPT117392,,dropped_in_docs,PERMIT,3
CPT121986,,dropped_in_docs,AADHAAR,2
CPT111665,,dropped_in_docs,RC,1
CPT100166,2026-04-30 13:34:39.787534026,approved,,6
CPT114000,,dropped_in_docs,DL,0
CPT104772,2026-04-29 01:57:49.799540599,approved,,6
CPT119153,,dropped_in_docs,PERMIT,3
CPT120561,,dropped_in_docs,RC,1
CPT122647,,dropped_in_docs,PERMIT,3
CPT102406,,dropped_in_docs,PERMIT,3
CPT119852,,dropped_in_docs,INSURANCE,5
CPT120708,,dropped_in_docs,PERMIT,3
CPT100440,,dropped_in_docs,DL,0
CPT107952,,dropped_in_docs,PERMIT,3
CPT112085,,dropped_in_docs,PERMIT,3
CPT118188,,dropped_in_docs,RC,1
CPT121951,2026-05-04 09:52:37.544476971,approved,,6
CPT105986,2026-04-29 23:00:19.416126140,approved,,6
CPT119972,,dropped_in_docs,INSURANCE,5
CPT101513,,dropped_in_docs,INSURANCE,5
CPT113404,,dropped_in_docs,RC,1
CPT106842,,dropped_in_docs,PERMIT,3
CPT109581,2026-04-30 19:13:15.141963991,approved,,6
CPT117686,,dropped_in_docs,FITNESS,4
CPT114340,,dropped_in_docs,FITNESS,4
CPT103888,,dropped_in_docs,RC,1
