event_id,captain_id,doc_type,attempt_no,event_type,event_ts,failure_reason
EV000104303,CPT107358,DL,1,verification_pass,2026-04-18 06:15:53.556626717,
EV000104304,CPT107358,RC,1,upload_success,2026-04-18 10:24:28.246613854,
EV000104305,CPT107358,RC,1,verification_pass,2026-04-18 22:26:33.386202387,
EV000104306,CPT107358,AADHAAR,1,upload_success,2026-04-20 14:45:20.029395803,
EV000104307,CPT107358,AADHAAR,1,verification_pass,2026-04-20 21:37:44.950383754,
EV000104308,CPT107358,PERMIT,1,upload_success,2026-04-20 22:35:35.424261407,
EV000104309,CPT107358,PERMIT,1,verification_pass,2026-04-21 08:33:29.098936549,
EV000104310,CPT107358,FITNESS,1,upload_success,2026-04-21 12:00:00.488407846,
EV000104311,CPT107358,FITNESS,1,verification_pass,2026-04-21 13:21:09.604808378,
EV000104312,CPT101461,DL,1,upload_success,2026-04-18 09:30:22.894840770,
EV000104313,CPT101461,DL,1,verification_pass,2026-04-18 13:37:48.343519875,
EV000104314,CPT101461,RC,1,upload_success,2026-04-19 13:00:56.922704261,
EV000104315,CPT101461,RC,1,verification_pass,2026-04-19 14:09:16.951610324,
EV000104316,CPT101461,AADHAAR,1,upload_success,2026-04-20 06:14:55.555426907,
EV000104317,CPT101461,AADHAAR,1,verification_pass,2026-04-20 08:17:09.492690630,
EV000104318,CPT101461,PERMIT,1,upload_success,2026-04-21 02:33:10.979746309,
EV000104319,CPT101461,PERMIT,1,verification_pass,2026-04-21 12:08:40.149285687,
EV000104320,CPT101461,FITNESS,1,upload_success,2026-04-22 04:05:57.274753575,
EV000104321,CPT101461,FITNESS,1,verification_pass,2026-04-22 15:04:34.015424716,
EV000104322,CPT101290,DL,1,upload_success,2026-04-18 10:43:28.043693150,
EV000104323,CPT101290,DL,1,verification_pass,2026-04-18 22:59:13.321008044,
EV000104324,CPT107878,DL,1,upload_success,2026-04-18 13:48:30.857235844,
EV000104325,CPT107878,DL,1,verification_pass,2026-04-18 20:03:18.068162574,
EV000104326,CPT120111,DL,1,upload_success,2026-04-18 19:23:18.288119013,
EV000104327,CPT120111,DL,1,verification_pass,2026-04-19 08:00:02.288635774,
EV000104328,CPT120111,RC,1,upload_success,2026-04-19 17:28:56.807991390,
EV000104329,CPT120111,RC,1,verification_fail,2026-04-19 20:13:10.307637308,ocr_low_confidence
EV000104330,CPT120111,RC,2,upload_success,2026-04-20 06:06:46.021452973,
EV000104331,CPT120111,RC,2,verification_fail,2026-04-20 08:11:23.068757384,name_mismatch
EV000104332,CPT120111,RC,3,upload_success,2026-04-21 12:34:42.837969948,
EV000104333,CPT120111,RC,3,verification_pass,2026-04-21 23:41:58.261297650,
EV000104334,CPT120111,AADHAAR,1,upload_success,2026-04-22 20:50:08.004291370,
EV000104335,CPT120111,AADHAAR,1,verification_pass,2026-04-22 22:40:15.381182079,
EV000104336,CPT120111,PERMIT,1,upload_success,2026-04-24 02:02:05.978911393,
EV000104337,CPT120111,PERMIT,1,verification_pass,2026-04-24 07:06:49.675696487,
EV000104338,CPT120111,FITNESS,1,upload_success,2026-04-25 04:18:39.364013645,
EV000104339,CPT120111,FITNESS,1,verification_fail,2026-04-25 09:08:08.991779903,duplicate_document
EV000104340,CPT120111,FITNESS,2,upload_success,2026-04-25 14:23:03.730493236,
EV000104341,CPT120111,FITNESS,2,verification_fail,2026-04-25 20:51:04.677641558,ocr_low_confidence
EV000104342,CPT120111,FITNESS,3,upload_success,2026-04-26 06:48:15.833201137,
EV000104343,CPT120111,FITNESS,3,verification_pass,2026-04-26 07:55:18.589699738,
EV000104344,CPT120111,INSURANCE,1,upload_success,2026-04-26 22:11:29.839467182,
EV000104345,CPT120111,INSURANCE,1,verification_pass,2026-04-27 08:14:08.750181102,
EV000104346,CPT105006,DL,1,upload_success,2026-04-17 19:09:16.133229102,
EV000104347,CPT105006,DL,1,verification_pass,2026-04-18 19:02:52.740260048,
EV000104348,CPT105006,RC,1,upload_success,2026-04-19 09:10:11.506121291,
EV000104349,CPT105006,RC,1,verification_fail,2026-04-19 15:06:17.300062840,duplicate_document
EV000104350,CPT124358,DL,1,upload_success,2026-04-18 04:06:04.502354735,
EV000104351,CPT124358,DL,1,verification_pass,2026-04-18 11:02:02.410714726,
EV000104352,CPT124358,RC,1,upload_success,2026-04-18 21:18:23.908545178,
EV000104353,CPT124358,RC,1,verification_pass,2026-04-19 00:27:02.612837307,
EV000104354,CPT124358,AADHAAR,1,upload_success,2026-04-19 09:20:28.274084604,
EV000104355,CPT124358,AADHAAR,1,verification_pass,2026-04-19 22:01:02.861914916,
EV000104356,CPT124358,PERMIT,1,upload_success,2026-04-20 05:20:49.795764847,
EV000104357,CPT124358,PERMIT,1,verification_pass,2026-04-20 14:58:29.841384670,
EV000104358,CPT124358,FITNESS,1,upload_success,2026-04-20 23:41:48.347525575,
EV000104359,CPT124358,FITNESS,1,verification_pass,2026-04-21 06:08:27.153114329,
EV000104360,CPT124358,INSURANCE,1,upload_success,2026-04-21 11:31:42.963717584,
EV000104361,CPT124358,INSURANCE,1,verification_pass,2026-04-22 00:51:22.462797302,
EV000104362,CPT124452,DL,1,upload_success,2026-04-18 05:53:37.836093864,
EV000104363,CPT124452,DL,1,verification_pass,2026-04-18 15:22:43.290875650,
EV000104364,CPT124452,RC,1,upload_success,2026-04-18 18:38:35.282431001,
EV000104365,CPT124452,RC,1,verification_pass,2026-04-19 15:48:24.868835532,
EV000104366,CPT124452,AADHAAR,1,upload_success,2026-04-20 00:52:52.637296418,
EV000104367,CPT124452,AADHAAR,1,verification_pass,2026-04-20 21:37:19.460409232,
EV000104368,CPT124452,FITNESS,1,upload_success,2026-04-21 02:27:18.919167620,
EV000104369,CPT124452,FITNESS,1,verification_pass,2026-04-21 11:57:12.773246971,
EV000104370,CPT114988,DL,1,upload_success,2026-04-17 21:48:24.142820006,
EV000104371,CPT114988,DL,1,verification_pass,2026-04-18 05:22:16.854063710,
EV000104372,CPT114988,RC,1,upload_success,2026-04-18 19:32:53.658782915,
EV000104373,CPT114988,RC,1,verification_fail,2026-04-19 03:42:04.712972743,ocr_low_confidence
EV000104374,CPT114988,RC,2,upload_success,2026-04-19 15:05:58.175000644,
EV000104375,CPT114988,RC,2,verification_pass,2026-04-19 20:31:39.577117023,
EV000104376,CPT114988,AADHAAR,1,upload_success,2026-04-20 01:43:10.584344054,
EV000104377,CPT114988,AADHAAR,1,verification_pass,2026-04-20 05:37:51.607446753,
EV000104378,CPT107750,DL,1,upload_success,2026-04-18 15:34:28.649985881,
EV000104379,CPT107750,DL,1,verification_pass,2026-04-18 17:36:36.855227751,
EV000104380,CPT107750,RC,1,upload_success,2026-04-19 05:40:51.843520611,
EV000104381,CPT107750,RC,1,verification_pass,2026-04-19 17:48:03.576561457,
EV000104382,CPT107750,AADHAAR,1,upload_success,2026-04-20 05:28:54.432355474,
EV000104383,CPT107750,AADHAAR,1,verification_fail,2026-04-20 14:36:46.876578704,duplicate_document
EV000104384,CPT107750,AADHAAR,2,upload_success,2026-04-21 03:46:08.329947178,
EV000104385,CPT107750,AADHAAR,2,verification_pass,2026-04-21 11:36:41.291202910,
EV000104386,CPT111919,DL,1,upload_success,2026-04-17 21:24:09.626472752,
EV000104387,CPT111919,DL,1,verification_fail,2026-04-18 07:46:59.762829199,ocr_low_confidence
EV000104388,CPT112517,DL,1,upload_success,2026-04-18 00:18:08.481463439,
EV000104389,CPT112517,DL,1,verification_fail,2026-04-18 03:02:00.709720474,image_blurred
EV000104390,CPT112517,DL,2,upload_success,2026-04-18 11:23:40.309389883,
EV000104391,CPT112517,DL,2,verification_pass,2026-04-18 18:12:52.968506816,
EV000104392,CPT112517,RC,1,upload_success,2026-04-19 18:34:50.247752350,
EV000104393,CPT112517,RC,1,verification_fail,2026-04-19 21:11:35.904880881,details_not_legible
EV000104394,CPT113660,DL,1,upload_success,2026-04-18 16:59:33.812377790,
EV000104395,CPT113660,DL,1,verification_pass,2026-04-19 02:04:20.384089216,
EV000104396,CPT113660,RC,1,upload_success,2026-04-20 02:03:10.449153947,
EV000104397,CPT113660,RC,1,verification_fail,2026-04-20 09:01:05.051040596,duplicate_document
EV000104398,CPT121613,DL,1,upload_success,2026-04-17 23:59:19.833097222,
EV000104399,CPT121613,DL,1,verification_pass,2026-04-18 09:38:29.577991877,
EV000104400,CPT121613,RC,1,upload_success,2026-04-18 15:34:29.702398140,
EV000104401,CPT121613,RC,1,verification_pass,2026-04-18 21:00:40.771515677,
EV000104402,CPT123592,DL,1,upload_success,2026-04-18 14:58:21.930485197,
EV000104403,CPT123592,DL,1,verification_fail,2026-04-18 15:30:39.610252873,ocr_low_confidence
EV000104404,CPT111369,DL,1,upload_success,2026-04-18 07:06:14.973539023,
EV000104405,CPT111369,DL,1,verification_pass,2026-04-18 08:09:20.467777896,
EV000104406,CPT111369,RC,1,upload_success,2026-04-18 12:26:30.578547391,
EV000104407,CPT111369,RC,1,verification_pass,2026-04-18 23:41:13.109511992,
EV000104408,CPT111369,AADHAAR,1,upload_success,2026-04-19 01:54:31.651825832,
EV000104409,CPT111369,AADHAAR,1,verification_pass,2026-04-19 04:02:51.173144739,
EV000104410,CPT102939,DL,1,upload_success,2026-04-17 22:33:00.246611987,
EV000104411,CPT102939,DL,1,verification_pass,2026-04-18 02:02:40.102450263,
EV000104412,CPT102939,RC,1,upload_success,2026-04-18 05:57:14.621597239,
EV000104413,CPT102939,RC,1,verification_fail,2026-04-18 16:42:22.371580654,ocr_low_confidence
EV000104414,CPT102939,RC,2,upload_success,2026-04-19 16:34:36.085368034,
EV000104415,CPT102939,RC,2,verification_pass,2026-04-19 22:49:23.980059541,
EV000104416,CPT102939,AADHAAR,1,upload_success,2026-04-20 01:57:57.342464917,
EV000104417,CPT102939,AADHAAR,1,verification_pass,2026-04-20 10:53:33.824738683,
EV000104418,CPT102939,PERMIT,1,upload_success,2026-04-21 05:15:35.030485781,
EV000104419,CPT102939,PERMIT,1,verification_fail,2026-04-21 09:13:26.743529331,wrong_document_type
EV000104420,CPT102939,PERMIT,2,upload_success,2026-04-22 07:33:20.401588732,
EV000104421,CPT102939,PERMIT,2,verification_fail,2026-04-22 15:47:27.136542120,wrong_document_type
EV000104422,CPT102939,PERMIT,3,upload_success,2026-04-23 11:24:18.147572098,
EV000104423,CPT102939,PERMIT,3,verification_fail,2026-04-23 23:06:38.103164366,image_blurred
EV000104424,CPT118675,DL,1,upload_success,2026-04-18 03:48:21.742866005,
EV000104425,CPT118675,DL,1,verification_pass,2026-04-18 12:47:00.672919617,
EV000104426,CPT118675,RC,1,upload_success,2026-04-18 19:55:13.908928116,
EV000104427,CPT118675,RC,1,verification_fail,2026-04-19 01:27:58.196882517,ocr_low_confidence
EV000104428,CPT118675,RC,2,upload_success,2026-04-19 07:53:38.824419243,
EV000104429,CPT118675,RC,2,verification_pass,2026-04-20 01:05:26.724694107,
EV000104430,CPT118675,AADHAAR,1,upload_success,2026-04-20 08:19:16.512006732,
EV000104431,CPT118675,AADHAAR,1,verification_pass,2026-04-21 01:04:39.861253114,
EV000104432,CPT118675,PERMIT,1,upload_success,2026-04-21 04:53:09.959572067,
EV000104433,CPT118675,PERMIT,1,verification_pass,2026-04-21 14:06:22.637858226,
EV000104434,CPT124606,DL,1,upload_success,2026-04-18 08:01:30.827552932,
EV000104435,CPT124606,DL,1,verification_pass,2026-04-18 10:03:10.094459307,
EV000104436,CPT124606,RC,1,upload_success,2026-04-20 07:06:44.658991000,
EV000104437,CPT124606,RC,1,verification_fail,2026-04-20 16:47:59.924236190,image_blurred
EV000104438,CPT104031,DL,1,upload_success,2026-04-18 07:14:06.704095422,
EV000104439,CPT104031,DL,1,verification_pass,2026-04-18 07:43:14.643376267,
EV000104440,CPT104031,RC,1,upload_success,2026-04-18 10:57:25.102582997,
EV000104441,CPT104031,RC,1,verification_pass,2026-04-18 16:48:11.809705262,
EV000104442,CPT104031,AADHAAR,1,upload_success,2026-04-19 01:28:40.428469120,
EV000104443,CPT104031,AADHAAR,1,verification_pass,2026-04-19 06:31:16.604639365,
EV000104444,CPT104031,PERMIT,1,upload_success,2026-04-19 11:20:10.554059323,
EV000104445,CPT104031,PERMIT,1,verification_pass,2026-04-19 19:13:53.796470798,
EV000104446,CPT104031,FITNESS,1,upload_success,2026-04-21 11:23:53.562887897,
EV000104447,CPT104031,FITNESS,1,verification_pass,2026-04-21 19:26:49.537302956,
EV000104448,CPT104031,INSURANCE,1,upload_success,2026-04-21 23:16:52.689198912,
EV000104449,CPT104031,INSURANCE,1,verification_pass,2026-04-22 02:59:51.139690795,
EV000104450,CPT104851,DL,1,upload_success,2026-04-18 03:01:57.253854904,
EV000104451,CPT104851,DL,1,verification_pass,2026-04-18 22:34:28.070282949,
EV000104452,CPT104851,RC,1,upload_success,2026-04-19 13:07:29.868630761,
EV000104453,CPT104851,RC,1,verification_pass,2026-04-20 00:45:31.511529445,
EV000104454,CPT117127,DL,1,upload_success,2026-04-18 07:26:13.332098061,
EV000104455,CPT117127,DL,1,verification_pass,2026-04-18 13:17:58.228611712,
EV000104456,CPT117127,RC,1,upload_success,2026-04-18 21:01:45.036618668,
EV000104457,CPT117127,RC,1,verification_pass,2026-04-18 22:42:11.549011134,
EV000104458,CPT117127,AADHAAR,1,upload_success,2026-04-18 23:58:51.782032468,
EV000104459,CPT117127,AADHAAR,1,verification_pass,2026-04-19 07:28:32.050384667,
EV000104460,CPT117127,PERMIT,1,upload_success,2026-04-20 10:45:04.889428530,
EV000104461,CPT117127,PERMIT,1,verification_fail,2026-04-20 13:08:20.954087266,image_blurred
EV000104462,CPT117127,PERMIT,2,upload_success,2026-04-21 06:50:30.106789290,
EV000104463,CPT117127,PERMIT,2,verification_pass,2026-04-21 12:05:01.519010610,
EV000104464,CPT102588,DL,1,upload_success,2026-04-17 22:24:31.482579257,
EV000104465,CPT102588,DL,1,verification_fail,2026-04-18 00:09:44.343869899,document_expired
EV000104466,CPT102588,DL,2,upload_success,2026-04-18 13:53:17.914619464,
EV000104467,CPT102588,DL,2,verification_pass,2026-04-19 07:22:20.179574759,
EV000104468,CPT102588,RC,1,upload_success,2026-04-20 03:20:57.272563841,
EV000104469,CPT102588,RC,1,verification_pass,2026-04-20 05:36:21.611533593,
EV000104470,CPT106177,DL,1,upload_success,2026-04-18 00:13:21.938283810,
EV000104471,CPT106177,DL,1,verification_pass,2026-04-18 06:53:23.572015146,
EV000104472,CPT106177,RC,1,upload_success,2026-04-18 10:58:54.920713902,
EV000104473,CPT106177,RC,1,verification_fail,2026-04-18 19:17:27.161651258,document_expired
EV000104474,CPT106177,RC,2,upload_success,2026-04-19 02:31:37.770876587,
EV000104475,CPT106177,RC,2,verification_pass,2026-04-19 12:52:37.321613320,
EV000104476,CPT106177,AADHAAR,1,upload_success,2026-04-19 17:06:23.648752428,
EV000104477,CPT106177,AADHAAR,1,verification_pass,2026-04-19 17:47:30.849515154,
EV000104478,CPT106177,PERMIT,1,upload_success,2026-04-20 01:16:14.895951111,
EV000104479,CPT106177,PERMIT,1,verification_pass,2026-04-20 10:22:13.988313806,
EV000104480,CPT106177,FITNESS,1,upload_success,2026-04-20 11:50:17.659578462,
EV000104481,CPT106177,FITNESS,1,verification_fail,2026-04-20 20:19:34.873336444,details_not_legible
EV000104482,CPT108047,DL,1,upload_success,2026-04-18 02:21:02.784371789,
EV000104483,CPT108047,DL,1,verification_pass,2026-04-18 18:48:47.268325337,
EV000104484,CPT108047,RC,1,upload_success,2026-04-19 06:15:44.736021850,
EV000104485,CPT108047,RC,1,verification_fail,2026-04-19 12:06:10.542266145,wrong_document_type
EV000104486,CPT108047,RC,2,upload_success,2026-04-20 00:35:05.335723495,
EV000104487,CPT108047,RC,2,verification_pass,2026-04-20 09:43:11.432404015,
EV000104488,CPT108047,AADHAAR,1,upload_success,2026-04-20 16:42:06.569297342,
EV000104489,CPT108047,AADHAAR,1,verification_pass,2026-04-20 18:27:45.093156787,
EV000104490,CPT108047,PERMIT,1,upload_success,2026-04-21 07:53:38.025576986,
EV000104491,CPT108047,PERMIT,1,verification_pass,2026-04-22 00:27:31.111334092,
EV000104492,CPT108047,FITNESS,1,upload_success,2026-04-22 11:02:29.600714916,
EV000104493,CPT108047,FITNESS,1,verification_fail,2026-04-22 12:52:07.089442505,image_blurred
EV000104494,CPT108047,FITNESS,2,upload_success,2026-04-23 04:52:22.012129232,
EV000104495,CPT108047,FITNESS,2,verification_fail,2026-04-23 06:11:21.394576215,details_not_legible
EV000104496,CPT108047,FITNESS,3,upload_success,2026-04-25 03:13:09.214838063,
EV000104497,CPT108047,FITNESS,3,verification_pass,2026-04-25 05:20:03.877505991,
EV000104498,CPT108047,INSURANCE,1,upload_success,2026-04-25 20:31:28.907997022,
EV000104499,CPT108047,INSURANCE,1,verification_pass,2026-04-26 02:45:23.112810602,
EV000104500,CPT116098,DL,1,upload_success,2026-04-18 00:21:00.720321419,
EV000104501,CPT116098,DL,1,verification_pass,2026-04-18 01:30:34.891019664,
EV000104502,CPT116098,RC,1,upload_success,2026-04-18 05:34:30.354245636,
EV000104503,CPT116098,RC,1,verification_pass,2026-04-19 02:10:02.898381071,
EV000104504,CPT116098,AADHAAR,1,upload_success,2026-04-19 11:13:36.662372954,
EV000104505,CPT116098,AADHAAR,1,verification_pass,2026-04-19 19:52:07.594756054,
EV000104506,CPT116098,PERMIT,1,upload_success,2026-04-20 08:59:18.161056703,
EV000104507,CPT116098,PERMIT,1,verification_pass,2026-04-20 14:12:51.396316500,
EV000104508,CPT102438,DL,1,upload_success,2026-04-18 23:51:19.727761489,
EV000104509,CPT102438,DL,1,verification_pass,2026-04-19 08:34:35.168002946,
EV000104510,CPT106154,DL,1,upload_success,2026-04-18 22:34:29.020391562,
EV000104511,CPT106154,DL,1,verification_fail,2026-04-19 01:48:31.583104469,details_not_legible
EV000104512,CPT106154,DL,2,upload_success,2026-04-19 09:44:54.855015688,
EV000104513,CPT106154,DL,2,verification_pass,2026-04-19 12:50:48.868497737,
EV000104514,CPT106154,RC,1,upload_success,2026-04-20 06:54:02.191722301,
EV000104515,CPT106154,RC,1,verification_pass,2026-04-20 11:44:09.189353779,
EV000104516,CPT106154,AADHAAR,1,upload_success,2026-04-21 13:44:30.558718873,
EV000104517,CPT106154,AADHAAR,1,verification_pass,2026-04-21 15:01:39.837294651,
EV000104518,CPT106154,PERMIT,1,upload_success,2026-04-21 16:44:59.748367088,
EV000104519,CPT106154,PERMIT,1,verification_pass,2026-04-21 23:45:40.191243506,
EV000104520,CPT106154,FITNESS,1,upload_success,2026-04-22 05:49:21.065211681,
EV000104521,CPT106154,FITNESS,1,verification_fail,2026-04-22 06:48:18.858959353,name_mismatch
EV000104522,CPT106154,FITNESS,2,upload_success,2026-04-22 12:25:46.902945489,
EV000104523,CPT106154,FITNESS,2,verification_pass,2026-04-22 20:58:12.702882969,
EV000104524,CPT106154,INSURANCE,1,upload_success,2026-04-23 16:14:05.641156428,
EV000104525,CPT106154,INSURANCE,1,verification_fail,2026-04-24 11:10:37.382657308,ocr_low_confidence
EV000104526,CPT105662,DL,1,upload_success,2026-04-18 13:18:46.890190706,
EV000104527,CPT105662,DL,1,verification_fail,2026-04-18 19:40:28.046096122,wrong_document_type
EV000104528,CPT105662,DL,2,upload_success,2026-04-19 01:19:12.239993497,
EV000104529,CPT105662,DL,2,verification_pass,2026-04-19 02:15:41.777961718,
EV000104530,CPT105662,RC,1,upload_success,2026-04-19 06:46:58.261424441,
EV000104531,CPT105662,RC,1,verification_fail,2026-04-19 16:34:54.812811244,image_blurred
EV000104532,CPT105662,RC,2,upload_success,2026-04-21 01:45:14.033255585,
EV000104533,CPT105662,RC,2,verification_fail,2026-04-21 10:46:08.496394484,wrong_document_type
EV000104534,CPT108618,DL,1,upload_success,2026-04-18 10:40:59.313282276,
EV000104535,CPT108618,DL,1,verification_pass,2026-04-19 09:24:31.295005129,
EV000104536,CPT108618,RC,1,upload_success,2026-04-19 16:39:37.879101785,
EV000104537,CPT108618,RC,1,verification_fail,2026-04-20 01:56:10.589163478,document_expired
EV000104538,CPT108618,RC,2,upload_success,2026-04-20 07:08:38.589361830,
EV000104539,CPT108618,RC,2,verification_pass,2026-04-20 09:12:56.461211824,
EV000104540,CPT108618,AADHAAR,1,upload_success,2026-04-20 23:41:52.476663949,
EV000104541,CPT108618,AADHAAR,1,verification_pass,2026-04-21 16:49:21.652803689,
EV000104542,CPT108618,PERMIT,1,upload_success,2026-04-22 12:25:54.864220680,
EV000104543,CPT108618,PERMIT,1,verification_fail,2026-04-22 17:50:20.543664754,document_expired
EV000104544,CPT118376,DL,1,upload_success,2026-04-17 23:53:32.678503806,
EV000104545,CPT118376,DL,1,verification_pass,2026-04-18 05:27:38.551598573,
EV000104546,CPT118376,RC,1,upload_success,2026-04-19 02:26:45.877880231,
EV000104547,CPT118376,RC,1,verification_pass,2026-04-19 04:15:46.986980307,
EV000104548,CPT118376,AADHAAR,1,upload_success,2026-04-19 15:42:53.418988499,
EV000104549,CPT118376,AADHAAR,1,verification_pass,2026-04-20 11:22:44.195690415,
EV000104550,CPT118376,PERMIT,1,upload_success,2026-04-20 13:01:20.633384557,
EV000104551,CPT118376,PERMIT,1,verification_pass,2026-04-20 21:55:23.412504495,
EV000104552,CPT118376,FITNESS,1,upload_success,2026-04-21 21:14:44.393662383,
EV000104553,CPT118376,FITNESS,1,verification_fail,2026-04-22 01:44:51.740671852,ocr_low_confidence
EV000104554,CPT118376,FITNESS,2,upload_success,2026-04-22 05:51:54.692754559,
EV000104555,CPT118376,FITNESS,2,verification_pass,2026-04-22 11:41:09.276200768,
EV000104556,CPT110844,DL,1,upload_success,2026-04-18 03:30:02.520405883,
EV000104557,CPT110844,DL,1,verification_pass,2026-04-18 20:58:17.160107096,
EV000104558,CPT110844,RC,1,upload_success,2026-04-19 16:08:55.880847469,
EV000104559,CPT110844,RC,1,verification_fail,2026-04-19 21:55:57.132823038,wrong_document_type
EV000104560,CPT110844,RC,2,upload_success,2026-04-20 01:16:19.683873348,
EV000104561,CPT110844,RC,2,verification_pass,2026-04-20 03:03:32.958532998,
EV000104562,CPT110844,AADHAAR,1,upload_success,2026-04-20 18:21:35.557123759,
EV000104563,CPT110844,AADHAAR,1,verification_pass,2026-04-21 06:09:24.864310489,
EV000104564,CPT110844,PERMIT,1,upload_success,2026-04-21 11:06:58.228688139,
EV000104565,CPT110844,PERMIT,1,verification_fail,2026-04-21 12:44:14.124727044,wrong_document_type
EV000104566,CPT110844,PERMIT,2,upload_success,2026-04-22 06:57:05.682723414,
EV000104567,CPT110844,PERMIT,2,verification_pass,2026-04-22 21:33:54.842701158,
EV000104568,CPT123187,DL,1,upload_success,2026-04-18 09:02:06.774817238,
EV000104569,CPT123187,DL,1,verification_pass,2026-04-18 11:54:19.383650163,
EV000104570,CPT123187,RC,1,upload_success,2026-04-20 00:32:58.286868026,
EV000104571,CPT123187,RC,1,verification_fail,2026-04-20 04:12:19.584810982,details_not_legible
EV000104572,CPT123187,RC,2,upload_success,2026-04-20 14:11:53.219928830,
EV000104573,CPT123187,RC,2,verification_fail,2026-04-20 17:26:20.030086946,wrong_document_type
EV000104574,CPT123187,RC,3,upload_success,2026-04-21 21:03:39.454282308,
EV000104575,CPT123187,RC,3,verification_pass,2026-04-22 05:18:14.916074802,
EV000104576,CPT123187,AADHAAR,1,upload_success,2026-04-22 16:05:53.452859889,
EV000104577,CPT123187,AADHAAR,1,verification_pass,2026-04-23 03:46:26.174248121,
EV000104578,CPT123187,PERMIT,1,upload_success,2026-04-23 05:03:43.901706622,
EV000104579,CPT123187,PERMIT,1,verification_pass,2026-04-23 06:49:41.810895867,
EV000104580,CPT123187,FITNESS,1,upload_success,2026-04-23 18:28:26.317722945,
EV000104581,CPT123187,FITNESS,1,verification_pass,2026-04-23 19:43:24.686759970,
EV000104582,CPT123187,INSURANCE,1,upload_success,2026-04-24 03:41:22.848968088,
EV000104583,CPT123187,INSURANCE,1,verification_pass,2026-04-24 14:33:45.114707716,
EV000104584,CPT124448,DL,1,upload_success,2026-04-18 12:30:53.652827050,
EV000104585,CPT124448,DL,1,verification_pass,2026-04-18 23:06:24.384930060,
EV000104586,CPT124448,RC,1,upload_success,2026-04-19 09:06:36.774761822,
EV000104587,CPT124448,RC,1,verification_pass,2026-04-19 13:29:32.383289009,
EV000104588,CPT124448,AADHAAR,1,upload_success,2026-04-19 22:47:05.545940214,
EV000104589,CPT124448,AADHAAR,1,verification_pass,2026-04-20 05:29:23.480836836,
EV000104590,CPT124448,PERMIT,1,upload_success,2026-04-20 20:36:40.505931424,
EV000104591,CPT124448,PERMIT,1,verification_pass,2026-04-21 00:35:18.752740332,
EV000104592,CPT124448,FITNESS,1,upload_success,2026-04-21 10:09:03.283066345,
EV000104593,CPT124448,FITNESS,1,verification_pass,2026-04-21 10:40:08.090553222,
EV000104594,CPT101913,DL,1,upload_success,2026-04-18 10:48:11.849549790,
EV000104595,CPT101913,DL,1,verification_fail,2026-04-18 23:57:30.092422355,details_not_legible
EV000104596,CPT101913,DL,2,upload_success,2026-04-19 06:14:16.459711007,
EV000104597,CPT101913,DL,2,verification_pass,2026-04-19 11:50:18.526629837,
EV000104598,CPT101913,RC,1,upload_success,2026-04-19 20:33:47.429292818,
EV000104599,CPT101913,RC,1,verification_pass,2026-04-20 02:20:07.319094245,
EV000104600,CPT101913,AADHAAR,1,upload_success,2026-04-20 14:29:07.933960611,
EV000104601,CPT101913,AADHAAR,1,verification_pass,2026-04-20 23:36:44.996881510,
EV000104602,CPT101913,FITNESS,1,upload_success,2026-04-21 07:56:21.979035088,
EV000104603,CPT101913,FITNESS,1,verification_pass,2026-04-21 22:45:46.968669103,
EV000104604,CPT101913,INSURANCE,1,upload_success,2026-04-23 02:16:53.305709345,
EV000104605,CPT101913,INSURANCE,1,verification_fail,2026-04-23 03:04:10.237636112,ocr_low_confidence
EV000104606,CPT101913,INSURANCE,2,upload_success,2026-04-23 08:00:58.931197865,
EV000104607,CPT101913,INSURANCE,2,verification_pass,2026-04-23 08:33:13.220575072,
EV000104608,CPT115458,DL,1,upload_success,2026-04-18 01:02:08.349163145,
EV000104609,CPT115458,DL,1,verification_pass,2026-04-18 05:49:18.169687121,
EV000104610,CPT115458,RC,1,upload_success,2026-04-18 07:12:24.356911999,
EV000104611,CPT115458,RC,1,verification_fail,2026-04-18 08:47:17.376401652,name_mismatch
EV000104612,CPT106721,DL,1,upload_success,2026-04-18 12:26:39.151739292,
EV000104613,CPT106721,DL,1,verification_fail,2026-04-18 20:27:29.494148034,document_expired
EV000104614,CPT116884,DL,1,upload_success,2026-04-18 01:23:02.193919230,
EV000104615,CPT116884,DL,1,verification_pass,2026-04-18 07:02:05.355251371,
EV000104616,CPT116884,RC,1,upload_success,2026-04-19 06:10:37.895235694,
EV000104617,CPT116884,RC,1,verification_pass,2026-04-19 16:47:46.260822945,
EV000104618,CPT116884,AADHAAR,1,upload_success,2026-04-19 18:25:39.099255365,
EV000104619,CPT116884,AADHAAR,1,verification_pass,2026-04-19 20:28:37.205853464,
EV000104620,CPT116884,FITNESS,1,upload_success,2026-04-20 04:34:46.032706162,
EV000104621,CPT116884,FITNESS,1,verification_pass,2026-04-21 02:44:58.989664713,
EV000104622,CPT116884,INSURANCE,1,upload_success,2026-04-21 12:16:34.216180822,
EV000104623,CPT116884,INSURANCE,1,verification_pass,2026-04-21 13:41:19.568596237,
EV000104624,CPT114593,DL,1,upload_success,2026-04-18 13:33:15.485081378,
EV000104625,CPT114593,DL,1,verification_fail,2026-04-19 01:29:54.422289976,document_expired
EV000104626,CPT114593,DL,2,upload_success,2026-04-19 20:36:08.124116936,
EV000104627,CPT114593,DL,2,verification_pass,2026-04-19 20:39:38.231441455,
